English,Turkish
steer,yönlendirmek
honesty,dürüstlük
hilarious,neşeli
estate,arazi
batch,"yığın, grup"
menu,menü
corridor,koridor
joint,bağlantı
previous,önceki
captured,yakalanan
wagon,yük vagonu
tube,tüp
unlikely,olası olmayan
development,gelişme
conquer,fethetmek
cube,küp
plot,arsa
meter,metre
rail,demiryolu
prior,önceki
intent,niyet
gotcha,anladım
vanish,tarihe karışmak
physician,doktor
objection,itiraz
unsullied,tertemiz
sorcery,büyücülük
consult,danışmak
witcher,"efsunger, cadıeril"
exception,istisna
unhappy,mutsuz
stain,leke
spray,sprey
vomit,kusmak
stubborn,inatçı
amongst,arasında
badass,"sert çocuk, agresif tip"
length,uzunluk
loving,seven
gentle,nazik
structure,yapı
mature,olgun
cripple,"sakat, sakatlamak"
operate,işletmek
shared,paylaşılan
surgeon,cerrah
effective,etkili
sheep,koyun
leverage,kaldıraç
winning,kazanan
yield,yol ver
republic,cumhuriyet
anxiety,"endişe, kaygı"
canadian,kanadalı
gambling,kumar
senator,senatör
unity,birlik
ski,kayak
labyrinth,labirent
booze,"alem yapmak, içki içmek"
compound,bileşik
rage,öfke
wednesday,çarşamba
quietly,sessizce
extraordinary,olağanüstü
assistance,yardım
explode,patlamak
colonel,albay
shaft,şaft
luckily,iyi ki
footprint,ayak izi
meanwhile,o esnada
mexican,meksikalı
conspiracy,komplo
chapter,bölüm
employer,işveren
eternity,sonsuzluk
aboard,"içinde ( geminin, uçağın içinde)"
activate,etkinleştirmek
nicely,güzelce
gesture,mimik
wed,evlenmek
resume,devam et
spoon,kaşık
complaint,şikâyet
settled,yerleşik
holly,çobanpüskülü
dummy,sahte
inmate,tutuklu
beef,sığır eti
instance,"örnek, misal, olay, durum"
struggle,mücadele
principle,prensip
appearance,görünüm
trauma,travma
infinite,sonsuz
cuff,manşet
superhero,süper kahraman
cent,sent
blackmail,"şantaj, şantaj yapmak"
beloved,sevgili
companion,arkadaş
perspective,perspektif
rightful,haklı
waking,uyanık
formula,formül
leap,sıçrama
routine,rutin
self,"öz, kendi, kişilik"
realise,"gerçekleştirmek, farkına varmak"
debate,tartışma
torn,yırtık
net,ağ
frog,kurbağa
mistress,metres
deeply,derinden
rally,ralli
flush,floş
fee,ücret
encounter,karşılaşma
charged,yüklü
lunatic,çılgın
analysis,analiz
tune,melodi
communicate,iletişim kurmak
tempt,ayartmak
emperor,imparator
recovery,kurtarma
temper,öfke
axe,"balta, baltalamak"
korean,koreli
quote,alıntı
accurate,doğru
thanksgiving,şükran günü
jackass,ahmak
spotted,benekli
fulfill,yerine getirmek
supportive,destekleyici
announce,anons etmek
dentist,diş doktoru
aisle,koridor
fiancee,nişanlı
mustache,bıyık
defendant,sanık
waiter,garson
application,uygulama
expand,genişletmek
celebration,kutlama
capture,ele geçirmek
bind,bağlamak
electric,elektrik
dull,sikici
gray,gri
slut,sürtük
mole,köstebek
greet,selamlamak
cloak,pelerin
global,küresel
lamb,kuzu
creep,sürünme
outcome,sonuç
starter,başlatıcı
absence,yokluk
unable,aciz
coitus,cinsel birleşme
reference,referans
bond,bağ
figure out,çözmek
inevitable,kaçınılmaz
simulation,simülasyon
sharing,paylaşım
lousy,bitli
physically,fiziksel olarak
bounty,cömertlik
heel,topuk
stalk,sap
dragged,sürüklenen
bolt,"sürgülemek, sürgü"
kick one's asses,hadlerini bildirmek
recipe,yemek tarifi
whistle,ıslık
kidney,böbrek
electronic,elektronik
shotgun,pompalı tüfek
kiddo,ufaklık
bored,sıkılmış
medication,ilaç
barbecue,"barbekü, mangal"
homeless,evsiz
magnet,mıknatıs
reception,resepsiyon
cinnamon,tarçın
ottoman,osmanlı
vodka,votka
upper,üst
entry,giriş
grunt,homurtu
mud,çamur
ambush,"Pusu, pusuya düşürmek"
headache,baş ağrısı
abduct,kaçırmak
suspend,askıya almak
violation,ihlal
politician,politikacı
dynamite,dinamit
culture,kültür
europe,avrupa
diary,günlük
actress,"aktris, kadın oyuncu"
signora,sinyora
turks,Türkler
wait for,bekle
came back,geri gel
eagle,kartal
roman,roma
battlefield,harp meydanı
education,eğitim
turner,tornacı
whew,vay
lightning,şimşek
embrace,kucaklamak
extract,ayıkla
pawn,piyon
allergic,alerjik
surprising,şaşırtıcı
obey,itaat etmek
polish,lehçe
concrete,somut
noon,öğle vakti
weirdo,garip
particle,parçacık
brag,övünmek
fog,sis
fork,"çatal, savurmak, çatallaşmak"
misery,sefalet
existence,varoluş
tense,gergin
install,yüklemek
stamp,pul
flare,işaret fişeği
shovel,kürek
immediate,acil
alternative,"alternatif, seçenek"
eighth,sekizinci
mob,çete
seize,"el koymak, zorla almak"
forbidden,yasak
inspire,ilham vermek
media,medya
wax,"ağda, mum, mumlamak"
emotionally,duygusal yönden
grey,gri
sandpiper,çulluk
get off,"inmek, ayrılmak, çıkmak"
ma'am,majesteleri
superior,üstün
imagination,hayal gücü
motive,güdü
superman,süpermen
suspicion,şüphe
gossip,dedikodu
vein,damar
extreme,aşırı
bare,"çıplak, çıkarmak"
slam,çarpmak
psychopath,psikopat
illness,hastalık
sore,"yara, ağrılı, kederli"
overreact,aşırı tepki
lottery,piyango
reservation,rezervasyon
upload,yüklemek
iraq,irak
species,türler
october,ekim
publish,yayınla
celebrity,şöhret
suitcase,bavul
description,açıklama
absolute,"mutlak, kesin"
building,"bina, inşaat"
significant,önemli
fairy,peri
knives,bıçaklar
worthless,değersiz
coma,koma
dispatch,sevk etmek
thy,senin
factor,faktör
cycle,döngü
constantly,sürekli
soviet,sovyet
swell,kabarma
fled,kaçtı
jew,yahudi
management,yönetim
carpet,halı
heroin,eroin
involved,ilgili
freighter,şilep
excite,heyecanlandırmak
mammoth,mamut
pick up,almak
brand-new,yepyeni
casual,gündelik
ambassador,Büyükelçi
veil,duvak
allegiance,"sadakat, biat"
instruct,öğretmek
taller,daha uzun
delicate,narin
vice,mengene
honorable,onurlu
glow,"korlaşmak, parlamak, parıltı"
poster,afiş
thee,sana
skinny,sıska
disposal,bertaraf
brutal,acımasız
gratitude,şükran
hers,"onunki, onun"
primary,birincil
envy,imrenme
risky,riskli
grasp,"kavramak, anlamak, kapmak"
stepped,basamaklı
separated,ayrıldı
cannon,top
beaten,dövülmüş
whiskey,viski
upgrade,yükselt
leadership,liderlik
ai,yapay zeka
felony,suç
identical,özdeş
granny,nine
cursed,lanetli
nightfall,akşam vakti
picnic,"piknik, piknik yapmak"
harvest,hasat
southern,güney
portal,kapı
eliminate,elemek
lobby,lobi
prototype,prototip
opponent,karşı taraf
tooth,diş
lemon,limon
production,"üretim, üretme"
apologise,özür dilemek
remotely,uzaktan
naive,saf
testimony,tanıklık
concept,"konsept, kavram, görüş"
worship,ibadet
intimate,samimi
adjust,ayarlamak
nothin,hiçbirşey
altar,adak taşı
unlock,kilidini aç
delight,zevk
sens,borsa haberleri yayınlama servisi
poetry,şiir
fucker,sikici
terribly,son derece
zombie,zombi
racist,ırkçı
napkin,peçete
genetic,genetik
technique,teknik
frequency,sıklık
versus,e karşı
pledge,rehin
somewhat,biraz
dancer,dansçı
sustain,sürdürmek
pursue,takip
dean,dekan
poke,dürtme
surviving,hayatta kalmak
dumbass,gerizekalı
transmission,iletim
straw,saman
interrogation,sorgu
wiped,sildi
ironic,ironik
native,yerli
spaghetti,spagetti
butterfly,kelebek
pharmaceutical,eczacılığa ait
kindergarten,çocuk yuvası
supervisor,gözetmen
cutter,kesici
clinic,klinik
prank,eşek şakası
hem in,hem
come from,dan geliyorum
bridesmaid,nedime
romance,romantik
initial,ilk
burnt,yanmış
rebuild,yeniden inşa etmek
logic,mantık
ration,tayın
handy,kullanışlı
strongest,en güçlü
smartest,zeki
hollow,oyuk
deadly,ölümcül
curiosity,merak
pussy,"kedi, korkak, kadın cinsel organı"
dramatic,dramatik
arrogant,kibirli
reign,saltanat
restore,onarmak
bracelet,bilezik
instrument,müzik aleti
approval,onay
removed,çıkarıldı
strap,kayış
condom,prezervatif
undertaking,taahhüt
conceal,gizlemek
guidance,rehberlik
traditional,geleneksel
kidnapping,kaçırma
concentrate,yoğunlaşmak
metaphor,"metafor, mecaz"
naturally,doğal olarak
election,seçim
triple,üçlü
dice,zar
dagger,hançer
shark,köpekbalığı
improve,iyileştirmek
humble,mütevazı
importance,önem
envelope,zarf
solar,güneş
definition,tanım
thus,böylece
diet,diyet
lawn,çim
comin,geliyor
vigilance,uyanıklık
thoughtful,düşünceli
nest,yuva
quicker,hızlı
blank,boş
cherry,kiraz
carbon,karbon
basketball,basketbol
theft,"hırsızlık, çalma"
investigating,soruşturma
turn to,çevirmek
australia,avustralya
boot,çizme
go for,için gitmek
veronica,veronika
marine,deniz
congressman,kongre üyesi
psych,psikiyatri
lasagna,lazanya
darn,lanetlemek
alibi,mazeret
dimension,boyut
betrayal,ihanet
meds,ilaçlarını
scent,koku
pulse,nabız
ginger,zencefil
fluid,akışkan
parade,geçit
popped,attı
plead,savunmak
backpack,"sırt çantası, pikniğe gitmek"
observe,gözlemek
mourn,yas tutmak
sunshine,gunes isigi
bold,cesur
sole,tek
kingslayer,kral katili
combin,kombinasyon
necklace,kolye
basis,temel
prostitute,fahişe
western,batı
counselor,danışman
contempt,"aşağılama, küçümseme, hor görme"
buyer,alıcı
footstep,basamak
deception,aldatma
fortunately,neyse ki
toothbrush,diş fırçası
cereal,tahıl
bagel,simit
audit,hesapları denetlemek
baggage,Bagaj
convention,kongre
sailor,denizci
rival,rakip
surprisingly,şaşırtıcı biçimde
squirrel,sincap
pursuit,kovalama
repay,ödemek
mobile,seyyar
religious,dini
airplane,uçak
forgetting,unutma
ceiling,tavan
vicious,ahlaksız
tragic,trajik
retirement,emeklilik
eternal,sonsuz
divorced,boşanmış
convenient,uygun
swamp,bataklık
truce,ateşkes
spine,omurga
cocktail,kokteyl
coke,kok
budget,bütçe
junkie,esrarkeş
smelly,pis koku
slutty,sürtük
bartender,barmen
sophisticated,sofistike
copycat,taklitçi
rod,kamış
slight,hafif
harsh,sert
bench,bank
dealt,ele
population,nüfus
consciousness,bilinç
biter,"ısırgan, ısıran kimse"
chopper,helikopter
grenade,el bombası
rehearsal,prova
slit,yarık
gravy,sos
rubber,silgi
daylight,gün ışığı
calendar,takvim
lure,yem
supper,akşam yemeği
objective,amaç
relay,röle
scum,pislik
sequence,sıra
illusion,yanılsama
translate,tercüme
eyebrow,kaş
throughout,boyunca
accusation,suçlama
sober,ölçülü
vent,havalandırmak
fascinating,büyüleyici
chips,cips
rely,güvenmek
enterprise,kuruluş
speaker,konuşmacı
cargo,kargo
regardless,ne olursa olsun
reverse,ters
conviction,mahkumiyet
joss,çin putu
minimum,asgari
alike,"hem, benzeyen"
overwhelm,kaplamak
fame,şöhret
protector,koruyucu
hesitate,tereddüt
stew,güveç
deaf,sağır
drawn,çekilmiş
endless,sonsuz
capacity,kapasite
rash,döküntü
ridge,çıkıntı
acknowledge,kabul etmek
justify,"haklı çıkarmak, savunmak, doğrulamak"
exhibit,"sergi, sergilemek"
cooler,soğutucu
subtle,ince
qualify,nitelemek
ritual,ayin
wrapped,örtülü
prey,av
niece,yeğen
hacking,hacklemek
recognition,tanıma
riddle,bilmece
civilization,medeniyet
pact,pakt
owl,baykuş
liquor,likör
wheelchair,tekerlekli sandalye
billionaire,milyarder
umbrella,şemsiye
shut up,kapa çeneni
live in,içinde yaşamak
hector,"kabadayılık etmek, yüksekten atmak"
psychic,psişik
album,albüm
mint,nane
precaution,önlem
practical,pratik
inner,iç
condemn,kınamak
layer,katman
oldest,en eski
brake,fren yapmak
yogurt,yoğurt
wired,telli
freed,serbest bırakılmış
inventory,envanter
troubled,sorunlu
unarmed,silâhsız
harmless,zararsız
submit,sunmak
weep,ağlamak
balcony,balkon
largest,en büyük
select,seçmek
orphan,yetim
disarm,etkisiz hale getirmek
dime,on sent
ketchup,ketçap
greek,yunan
banish,sürgün etmek
grape,üzüm
singer,şarkıcı
writer,yazar
purge,Temizle
mortal,ölümlü
predict,öngörmek
equally,aynı derecede
coffin,tabut
dive,dalış
unexpected,beklenmedik
electrical,elektrik
commission,komisyon
manifest,belirgin
enormous,muazzam
pigeon,güvercin
ancestor,ata
nearest,en yakın
reconsider,yeniden gözden geçirmek
equation,denklem
donor,verici
gene,gen
crate,sandık
bubble,kabarcık
bribe,rüşvet
gorilla,"goril, koruyucu, fedai"
academy,akademi
necessarily,"zorunlu olarak, mutlaka"
anchor,"çapa, demir atmak, demirlemek"
evacuate,boşaltmak
gig,iş
pale,soluk
marker,işaretleyici
shelf,raf
december,aralık
disrespect,saygısızlık
pearl,inci
trophy,kupa
genie,cin
fiance,nişanlı
lockdown,kilitlenme
cliff,uçurum
smith,demirci
flash,"ışık tutmak, parlama"
ask for,istemek
ma,anne
bomber,bombacı
placed,yerleştirilmiş
hobby,hobi
sweaty,terli
mustard,hardal
delete,silmek
enforcement,zorlama
coworker,i·ş arkadaşı
handling,kullanma
triumph,zafer
eager,istekli
cafeteria,kafeterya
gently,nazikçe
distant,uzak
entertainment,eğlence
owed,borçlu
grocery,bakkal
operator,şebeke
sloppy,yarım yamalak
retrieve,geri almak
curtain,perde
reminder,hatırlatma
errand,ayak işleri
ham,domuz budu
personnel,personel
indicate,belirtmek
rig,teçhizat
affection,sevgi
arrival,varış
villain,cani
technical,teknik
keeper,kaleci
overcome,aşmak
meaningless,anlamsız
ferry,feribot
visual,görsel
taxes,vergileri
refresh,yenileme
certificate,"sertifika, belge vermek"
sleepy,uykulu
deed,tapu
fond,düşkün
sought,aranan
auction,açık artırma
fortress,kale
intercept,tutmak
vial,küçük şişe
june,haziran
heathen,dinsiz
for your information,bilginize
clone,klon
reflect,yansıtmak
guardian,muhafız
erase,silmek
amend,değiştirmek
imply,ima etmek
legitimate,meşru
supreme,yüce
download,indir
toxic,toksik
kidnap,kaçırmak
ambition,hırs
worn,yıpranmış
soak,emmek
sunset,gün batımı
fortunate,şanslı
trailer,tanıtım videosu
vacuum,vakum
clip,kırpmak
broadcast,yayın yapmak
manufacture,üretmek
magnificent,muhteşem
bitter,acı
vampire,vampir
carrot,havuç
sacrificed,kurban
playbook,senaryo
enchantment,büyü
investigator,araştırmacı
peed,işedi
whoop,bağırtı
pajama,pijama
draft,taslak
observation,gözlem
deploy,dağıtmak
medal,madalya
scoop,kepçe
firewall,güvenlik duvarı
advertise,reklam yapmak
classify,sınıflandırmak
kings,krallar
politics,siyaset
locket,madalyon
bladder,"mesane, idrar torbası"
scam,aldatmaca
plague,veba
january,ocak
peaceful,huzurlu
civilian,sivil
convict,hükümlü
grip,kavrama
overnight,bir gecede
sew,dikmek
occurred,oluştu
damaged,hasarlı
paradise,cennet
sticker,etiket
exam,sınav
rebel,asi
treaty,antlaşma
smack,şaplak
wingman,yancı
lookout,"gözleme, gözculuk yapma"
motorcycle,motosiklet
bedtime,yatma zamanı
asian,asyalı
silk,ipek
homeland,vatan
ink,mürekkep
alongside,yanında
retire,emekli olmak
circuit,devre
sixth,altıncı
germany,almanya
maintenance,bakım
shiny,parlak
torch,meşale
acceptable,kabul edilebilir
manual,manuel
sarcasm,iğneleme
anticipate,"beklemek, ummak"
alternate,"alternatif, sıra ile yapmak"
withdraw,çekil
pork,domuz eti
secretly,gizlice
poet,şair
rubbish,"döküntü, çöp, enkaz, moloz"
partnership,ortaklık
vegetable,sebze
earthquake,deprem
musical,müzikal
promotion,tanıtım
elbow,dirsek
outer,dış
unacceptable,kabul edilemez
mankind,insanlık
reduce,azaltmak
foul,faul
imprison,hapsetmek
wrath,gazap
vet,veteriner
stitch,dikiş
lightly,hafifçe
douche,şırınga
skank,sürtük
thieves,hırsızlar
glorious,şanlı
vital,hayati
advisor,Danışman
straighten,düzleştirmek
declare,bildirmek
tomb,mezar
shining,parlıyor
pointless,anlamsız
cardinal,kardinal
rice,pirinç
ant,karınca
launder,aklamak
barge,"duba, içeri dalmak"
freckle,çil
filed,dosyalanmış
finance,"maliyei finans, finanse etmek"
pay for,ödemek
ex,eski
according,göre
solved,çözülmüş
intern,stajyer
payroll,maaş bordrosu
antique,antika
vatican,vatikan
override,geçersiz kılma
association,dernek
backyard,arka bahçe
info,bilgi
parked,"park etmiş, beklemede"
unstable,kararsız
restrain,dizginlemek
handful,avuç
circus,sirk
meetings,toplantılar
forensic,adli
psychiatrist,psikiyatrist
stag,erkeklere özel
messy,dağınık
cartoon,karikatür
radius,yarıçap
dose,doz
exposure,"maruz kalma, teşhir, poz"
ruling,yonetmek
grass,çimen
jewelry,takı
examine,muayene etmek
jewel,mücevher
mummy,mumya
dine,yemek
youth,gençlik
protective,koruyucu
presume,varsaymak
column,"kolon, sütun"
unpleasant,hoş olmayan
heroic,kahraman
foundation,yapı temeli
aspect,görünüş
hardest,en zor
gladly,memnuniyetle
keen,keskin
bruise,"çürük, zedelemek"
depart,ayrılmak
announcement,"duyuru, ilan"
laughter,kahkaha
antidote,panzehir
lease,kiralama
anxious,endişeli
described,tarif edilen
pepper,biber
accompany,eşlik etmek
generally,genellikle
toll,geçiş ücreti
tit,"meme, meme başı"
fifty,elli
youngest,en genç
independent,bağımsız
shutting,kapatma
elsewhere,başka yerde
safest,en güvenli
urge,dürtü
helium,helyum
lethal,öldürücü
aggressive,"agresif, saldırgan"
dove,güvercin
hereby,bu vesile ile
crib,beşik
louder,yüksek sesle
lend,ödünç vermek
controlled,kontrollü
discount,indirim
janitor,kapıcı
magnetic,manyetik
passport,pasaport
transferred,transfer
look for,aramak
turn out,sonuçlanmak
came in,içeri geldi
valley,vadi
stay in,kal
go down,aşağı in
narcotic,narkotik
councilman,meclis üyesi
closure,kapatma
experimental,deneysel
rental,kiralık
inject,enjekte etmek
thankful,müteşekkir
flank,böğür
glue,tutkal
tan,"bronzlaştırmak, dövmek"
strain,gerginlik
explore,keşfetmek
maiden,"bakire, bekar"
chin,çene
cabinet,kabine
annual,yıllık
awhile,bir süre
shade,gölge
maniac,manyak
provided,sağlanan
thread,konu
turtle,kaplumbağa
prophecy,kehanet
flee,kaçmak
disabled,engelli
verdict,karar
piano,piyano
hydrogen,hidrojen
resolve,"çözmek, gidermek, çözümlemek"
eastern,doğu
rarely,seyrek
journalist,gazeteci
raw,"çiğ, ham"
purchase,satın alma
grease,gres
sensor,algılayıcı
sushi,suşi
institution,kurum
pronounce,telaffuz
liver,karaciğer
relation,ilişki
thai,tayland
investigate,incelemek
immortal,ölümsüz
theoretical,teorik
sexually,cinsel
imaginary,hayali
exploit,sömürmek
mercenary,paralı
rack,raf
depth,derinlik
via,üzerinden
pose,poz
divide,bölmek
flea,pire
suite,süit
revolution,devrim
goddess,tanrıça
brothel,genelev
spark,kıvılcım
consent,razı olmak
payback,geri ödeme
slim,ince
celebrating,kutluyor
cracker,kraker
replacement,değiştirme
filter,filtre
reckless,umursamaz
confusion,karışıklık
sinner,günahkâr
scheduled,tarifeli
mentor,akıl hocası
genuine,hakiki
tray,tepsi
graduate,mezun olmak
behold,dikkatle bakmak
thou,sen
pancakes,krep
administration,yönetim
tactic,taktik
gimme,"çocuk oyuncağı, yat benimle"
presentation,sunum
soil,toprak
prep,hazırlık
maze,labirent
fundraiser,bağış
autopsy,otopsi
anomaly,anomali
nickel,nikel
refrigerator,buzdolabı
naughty,yaramaz
salary,maaş
accountant,muhasebeci
adoption,"benimseme, evlat edinme"
live with,birlikte yaşamak
rip,huzur içinde yatsın
show up,ortaya çıkmak
dreamland,hayaller ülkesi
snap,ani
kitty,yavru kedi
look after,ilgilenmek
bluff,blöf yapmak
gallon,galon
inspector,müfettiş
investor,yatırımcı
encrypt,şifrelemek
fugitive,firari
lighthouse,fener
user,kullanıcı
domestic,"yerli, iç, evcil"
donation,bağış
hike,yürüyüş
bass,bas
appetite,iştah
olive,zeytin
captive,esir
creative,yaratıcı
outsider,yabancı
peel,kabuk
rising,yükselen
broad,geniş
continued,devam etti
jammed,sıkışmış
tissue,doku
praise,övgü
spared,kurtulmuş
squire,bey
invasion,istila
delusion,kuruntu
twelve,on iki
causing,neden olan
disappointment,hayal kırıklığı
cigar,puro
rigged,hileli
absurd,saçma
origin,menşei
tammy,bere
efficient,verimli
whatsoever,"hangi, herhangi bir"
occupy,işgal etmek
resistance,direnç
limb,uzuv
profession,meslek
lazy,tembel
sympathy,sempati
substance,"madde, cisim"
banker,bankacı
premise,öncül
protest,protesto
boundary,sınır
crab,yengeç
creation,oluşturma
weed,ot
shatter,"çatlamak, çatlatmak"
vessel,gemi
crappy,berbat
ransom,fidye
additional,ek
elegant,zarif
scrape,kazımak
rooftop,çatı
stadium,stadyum
longest,en uzun
faint,baygın
stepping,adım
sum,toplam
mushroom,mantar
guild,lonca
furious,öfkeli
roast,rosto
craft,zanaat
unnecessary,gereksiz
timeline,zaman çizelgesi
satisfaction,memnuniyet
tore,yırttı
raising,yükselen
container,konteyner
leaf,yaprak
intact,"dokunulmamış, el değmemiş"
herb,ot
submarine,denizaltı
july,temmuz
reinforcement,güçlendirme
intervention,müdahale
delightful,hoş
beam,"ışın, kiriş"
hardware,donanım
cocaine,kokain
luggage,valiz
swan,kuğu
classes,sınıflar
move on,devam et
get away,kurtulmak!
be out,"söz konusu olmamak, bitmiş olmak, çıkmak"
exciting,heyecan verici
pleas,yakarışlarıyla
sit down,otur
get into,içine girmek
come up,ortaya çıkmak
faced,yüzlü
prosecution,"ilerletme, sürdürme"
briefcase,evrak çantası
encryption,şifreleme
unleash,"salıvermek, serbest bırakmak"
teenage,genç
pencil,kalem
confidential,gizli
strongly,şiddetle
rehab,rehabilitasyon
autograph,imzalamak
geology,jeoloji
vagina,vajina
favourite,favori
whereabouts,nerelerde
permanently,kalıcı olarak
mica,"mika, yalıtkan"
sip,yudum
buckle,"toka, ilişkilendirmek"
blink,"göz kırpmak, yanıp sönmek"
audio,ses
dutch,flemenkçe
break in,sözünü kesmek
maximum,maksimum
brass,pirinç
tension,gerginlik
scissor,makasla kesmek
fragile,kırılgan
kindness,iyilik
agenda,gündem
salmon,somon
chatter,gevezelik
wealth,servet
breed,doğurmak
innocence,"saflık, masumiyet"
convert,dönüştürmek
lust,şehvet
hut,kulübe
despair,umutsuzluk
institute,enstitü
construct,kurmak
coconut,hindistan cevizi
recognized,tanınan
granddaughter,kız torun
pickup,almak
differ,farklılık
willingly,isteyerek
author,yazar
corps,kolordu
legally,yasal olarak
descend,inmek
africa,Afrika
bowel,bağırsak
slavery,kölelik
maple,akçaağaç
shampoo,şampuan
interfere,karışmak
intellectual,entellektüel
breakthrough,atılım
difficulty,zorluk
nun,rahibe
reserv,rezerv
remorse,vicdan azabı
tide,gelgit
goose,kaz
decay,çürüme
orchid,orkide
economy,ekonomi
toxin,toksin
spite,nispet
growth,büyüme
helpless,çaresiz
restrict,kısıtlamak
valid,geçerli
horizon,ufuk
outnumber,fazla gelmek
closely,yakından
spi,spektropolarimetrik görüntüleme
swimming,yüzme
bush,"çalı, orman, kırsal, kaplamak"
riot,isyan
rotten,çürük
ladder,merdiven
approximately,yaklaşık olarak
destination,hedef
correctly,doğru şekilde
mechanic,tamirci
consistent,"tutarlı, istikrarlı"
shook,salladı
denial,ret
underestimate,azımsamak
stir,karıştırmak
hump,"kambur, kamburluk"
grind,eziyet
infirmary,revir
courthouse,adliye
interference,girişim
insect,böcek
artificial,yapay
elephant,fil
recognise,tanımak
cricket,kriket
detector,detektör
courtroom,mahkeme salonu
strawberry,çilek
drugged,uyuşturulmuş
casualties,kayıplar
servers,sunucular
give it to,vermek
bob,inip çıkmak
troll,trol
draco,drakon
lockup,kilitlemek
tennis,tenis
caller,arayan
sociopath,sosyopat
prescription,reçete
clearance,boşluk
brisket,döş
chemist,eczacı
environmental,çevre
reader,okuyucu
quarantine,karantina
stroll,gezinti
mere,sırf
setup,kurmak
in addition,ek olarak
apple,elma
cease,"durdurmak, vazgeçmek, son vermek"
sorrow,üzüntü
heavily,ağır şekilde
graveyard,mezarlık
thorough,tam
framed,"iskeletli, çerçeveli"
caution,"uyarmak, ihtar etmek, dikkat çekmek"
policeman,polis
crossbow,yaylı tüfek
scatter,"saçmak, dağıtmak"
hose,hortum
smuggler,kaçakçı
burner,yakıcı
sundown,gün batımı
chernobyl,çernobil
greedy,açgözlü
integrity,bütünlük
tequila,tekila
traveler,gezgin
snore,horlama
intervene,araya girmek
analyze,analiz etmek
lantern,fener
vanilla,vanilya
beverage,içecek
shipping,nakliye
negotiation,müzakere
costum,kostüm
judged,yargılanır
priestess,rahibe
hottest,sıcak
seventh,yedinci
undo,geri alma
enlist,kaydetmek
elect,"seçmek, seçilmiş"
imminent,"eli kulağında, pek yakın"
universal,evrensel
pottery,çömlekçilik
ribbon,kurdele
addiction,bağımlılık
lone,yalnız
wage,ücret
grill,ızgara
radioactive,radyoaktif
happiest,en mutlu
wield,kullanmak
mermaid,deniz kızı
oops,ayy
sewer,lağım
dignity,"haysiyet, onur"
gunfire,top ateşi
vast,muazzam
kin,soydaş
doorstep,"eşik, basamak, kapı önü"
telephone,telefon
grain,tahıl
minus,eksi
sleeve,kol
mattress,yatak
confusing,kafa karıştırıcı
intruder,davetsiz misafir
lawsuit,dava
cushion,minder
psychological,psikolojik
scanner,tarayıcı
cranky,huysuz
stripe,şerit
electromagnetic,elektromanyetik
navy,donanma
organized,örgütlü
ongoing,devam eden
mexico,meksika
dementors,ruh emiciler
put on,giymek
con,aleyhte
doom,"kıyamet, felaket, dehşet"
go away,"çekip gitmek, defolmak, terk etmek"
tab,çıkıntı
medium,orta
sticky,yapışkan
restroom,tuvalet
receipt,fiş
underwater,su altı
cramp,kramp
pageant,geçit töreni
lipstick,ruj
remedy,çare
expertise,uzmanlık
controlling,kontrol
strict,sıkı
struggling,mücadele
sedative,yatıştırıcı
southwest,güneybatısında
reset,sıfırla
improvement,"gelişme, iyileşme, düzelme, ilerleme"
utterly,tamamen
vouch,kefil olmak
parole,şartlı tahliye
agony,acı
reverend,"saygıdeğer, muhterem"
lurk,gizlenmek
formal,biçimsel
wooden,ahşap
fitting,uydurma
strictly,kesinlikle
assassinate,suikast yapmak
conclave,kardinaller meclisi
marrow,ilik
understandable,anlaşılabilir
fifteen,onbeş
executive,yönetici
moan,inilti
fiction,kurgu
biological,biyolojik
buffet,"büfe, yumruklama"
boost,artırmak
skate,paten
telescope,teleskop
reopen,yeniden açmak
sparrow,serçe
disobey,uymamak
skeleton,iskelet
spice,baharat
occasionally,bazen
pervert,sapık
restraint,kısıtlama
compass,pusula
enlighten,aydınlatmak
serpent,yılan
transform,dönüşüm
charter,tüzük
freshman,birinci sınıf öğrencisi
bravery,cesaret
setback,gerileme
divine,ilahi
endanger,tehlikeye atmak
rebellion,isyan
elaborate,ayrıntılı
allies,itilaf devletleri
petition,dilekçe
renounce,vazgeçmek
little finger,serçe parmağı
amateur,amatör
bandage,"bandaj, bandajlamak"
creek,dere
comedy,komedi
sadness,üzüntü
occasional,nadiren
fewer,daha az
dreamt,hayal
faithful,sadık
transportation,ulaşım
adapt,"uymak, adapte olmak"
homemade,ev yapımı
shaking,sallama
lighter,çakmak
being,varlık
penalty,ceza
hairy,kıllı
catholic,katolik
superpower,süper güç
september,eylül
tenant,kiracı
shuttle,servis aracı
input,giriş
campus,yerleşke
graduation,mezuniyet
firework,havai fişek
condo,konut
matches,maçlar
refused,reddetti
alias,"sahte isim, takma isim"
fall in,içine düşmek
upstairs,üst katta
thursday,perşembe
bye-bye,güle güle
goodman,"koca, baba, aile reisi"
firearm,ateşli silâh
collateral,yan
commissioner,komiser
platinum,platin
scumbag,pislik
chore,zevksiz iş
globe,küre
processor,işlemci
morgue,morg
clay,kil
pacific,pasifik
jazz,caz
consultant,danışman
naming,adlandırma
redemption,ödeme
rang,çalmak
productive,üretken
cooperate,işbirliği yapmak
bunk,"ranza, kaçmak"
rookie,çaylak
